Date,Sunrise,Sunset
1/17/2015,07:16:59,16:54:31
1/18/2015,07:16:29,16:55:40
1/19/2015,07:15:57,16:56:50
1/20/2015,07:15:23,16:58:00
1/21/2015,07:14:47,16:59:11
1/22/2015,07:14:09,17:00:23
1/23/2015,07:13:29,17:01:35
1/24/2015,07:12:47,17:02:47
1/25/2015,07:12:03,17:04:00
1/26/2015,07:11:17,17:05:13
1/27/2015,07:10:29,17:06:26
1/28/2015,07:09:40,17:07:40
1/29/2015,07:08:48,17:08:54
1/30/2015,07:07:55,17:10:08
1/31/2015,07:07:00,17:11:22
2/1/2015,07:06:03,17:12:36
2/2/2015,07:05:04,17:13:51
2/3/2015,07:04:04,17:15:05
2/4/2015,07:03:02,17:16:19
2/5/2015,07:01:58,17:17:33
2/6/2015,07:00:53,17:18:48
2/7/2015,06:59:47,17:20:02
2/8/2015,06:58:39,17:21:16
2/9/2015,06:57:29,17:22:29
2/10/2015,06:56:18,17:23:43
2/11/2015,06:55:06,17:24:57
2/12/2015,06:53:52,17:26:10
2/13/2015,06:52:37,17:27:23
2/14/2015,06:51:21,17:28:36
2/15/2015,06:50:03,17:29:48
2/16/2015,06:48:44,17:31:01
2/17/2015,06:47:24,17:32:13
2/18/2015,06:46:03,17:33:25
2/19/2015,06:44:41,17:34:36
2/20/2015,06:43:18,17:35:47
2/21/2015,06:41:53,17:36:58
2/22/2015,06:40:28,17:38:09
2/23/2015,06:39:02,17:39:19
2/24/2015,06:37:35,17:40:29
2/25/2015,06:36:06,17:41:39
2/26/2015,06:34:38,17:42:48
2/27/2015,06:33:08,17:43:57
2/28/2015,06:31:37,17:45:06
3/1/2015,06:30:06,17:46:14
3/2/2015,06:28:34,17:47:23
3/3/2015,06:27:01,17:48:31
3/4/2015,06:25:28,17:49:38
3/5/2015,06:23:54,17:50:45
3/6/2015,06:22:20,17:51:52
3/7/2015,06:20:44,17:52:59
3/8/2015,06:19:09,17:54:06
3/9/2015,06:17:33,17:55:12
3/10/2015,06:15:56,17:56:18
3/11/2015,06:14:19,17:57:24
3/12/2015,06:12:42,17:58:29
3/13/2015,06:11:04,17:59:34
3/14/2015,06:09:26,18:00:40
3/15/2015,06:07:48,18:01:44
3/16/2015,06:06:09,18:02:49
3/17/2015,06:04:31,18:03:54
3/18/2015,06:02:52,18:04:58
3/19/2015,06:01:13,18:06:02
3/20/2015,05:59:33,18:07:06
3/21/2015,05:57:54,18:08:10
3/22/2015,05:56:14,18:09:14
3/23/2015,05:54:35,18:10:17
3/24/2015,05:52:55,18:11:21
3/25/2015,05:51:16,18:12:24
3/26/2015,05:49:37,18:13:28
3/27/2015,05:47:57,18:14:31
3/28/2015,05:46:18,18:15:34
3/29/2015,05:44:39,18:16:37
3/30/2015,05:43:00,18:17:40
3/31/2015,05:41:21,18:18:43
4/1/2015,05:39:42,18:19:46
4/2/2015,05:38:04,18:20:49
4/3/2015,05:36:26,18:21:52
4/4/2015,05:34:48,18:22:55
4/5/2015,05:33:11,18:23:58
4/6/2015,05:31:34,18:25:01
4/7/2015,05:29:58,18:26:04
4/8/2015,05:28:21,18:27:07
4/9/2015,05:26:46,18:28:09
4/10/2015,05:25:11,18:29:12
4/11/2015,05:23:36,18:30:15
4/12/2015,05:22:02,18:31:18
4/13/2015,05:20:28,18:32:21
4/14/2015,05:18:55,18:33:24
4/15/2015,05:17:23,18:34:27
4/16/2015,05:15:52,18:35:30
4/17/2015,05:14:21,18:36:33
4/18/2015,05:12:51,18:37:36
4/19/2015,05:11:21,18:38:39
4/20/2015,05:09:53,18:39:42
4/21/2015,05:08:25,18:40:45
4/22/2015,05:06:58,18:41:48
4/23/2015,05:05:32,18:42:51
4/24/2015,05:04:07,18:43:54
4/25/2015,05:02:43,18:44:57
4/26/2015,05:01:20,18:46:00
4/27/2015,04:59:58,18:47:03
4/28/2015,04:58:38,18:48:06
4/29/2015,04:57:18,18:49:08
4/30/2015,04:55:59,18:50:11
5/1/2015,04:54:41,18:51:14
5/2/2015,04:53:25,18:52:16
5/3/2015,04:52:10,18:53:18
5/4/2015,04:50:56,18:54:20
5/5/2015,04:49:43,18:55:22
5/6/2015,04:48:32,18:56:24
5/7/2015,04:47:22,18:57:25
5/8/2015,04:46:13,18:58:26
5/9/2015,04:45:06,18:59:27
5/10/2015,04:44:00,19:00:27
5/11/2015,04:42:56,19:01:28
5/12/2015,04:41:53,19:02:27
5/13/2015,04:40:52,19:03:27
5/14/2015,04:39:52,19:04:26
5/15/2015,04:38:54,19:05:24
5/16/2015,04:37:58,19:06:22
5/17/2015,04:37:03,19:07:19
5/18/2015,04:36:10,19:08:16
5/19/2015,04:35:18,19:09:12
5/20/2015,04:34:28,19:10:08
5/21/2015,04:33:40,19:11:03
5/22/2015,04:32:54,19:11:57
5/23/2015,04:32:10,19:12:50
5/24/2015,04:31:27,19:13:43
5/25/2015,04:30:46,19:14:35
5/26/2015,04:30:07,19:15:26
5/27/2015,04:29:30,19:16:16
5/28/2015,04:28:55,19:17:04
5/29/2015,04:28:21,19:17:52
5/30/2015,04:27:50,19:18:39
5/31/2015,04:27:21,19:19:25
6/1/2015,04:26:53,19:20:10
6/2/2015,04:26:27,19:20:53
6/3/2015,04:26:04,19:21:35
6/4/2015,04:25:42,19:22:16
6/5/2015,04:25:23,19:22:56
6/6/2015,04:25:05,19:23:34
6/7/2015,04:24:49,19:24:11
6/8/2015,04:24:36,19:24:46
6/9/2015,04:24:24,19:25:20
6/10/2015,04:24:14,19:25:52
6/11/2015,04:24:06,19:26:23
6/12/2015,04:24:01,19:26:52
6/13/2015,04:23:57,19:27:20
6/14/2015,04:23:55,19:27:46
6/15/2015,04:23:55,19:28:10
6/16/2015,04:23:57,19:28:32
6/17/2015,04:24:01,19:28:53
6/18/2015,04:24:07,19:29:12
6/19/2015,04:24:15,19:29:29
6/20/2015,04:24:25,19:29:44
6/21/2015,04:24:37,19:29:58
6/22/2015,04:24:50,19:30:09
6/23/2015,04:25:05,19:30:19
6/24/2015,04:25:22,19:30:26
6/25/2015,04:25:41,19:30:32
6/26/2015,04:26:01,19:30:36
6/27/2015,04:26:24,19:30:37
6/28/2015,04:26:47,19:30:37
6/29/2015,04:27:13,19:30:35
6/30/2015,04:27:40,19:30:30
7/1/2015,04:28:09,19:30:24
7/2/2015,04:28:39,19:30:16
7/3/2015,04:29:10,19:30:05
7/4/2015,04:29:43,19:29:53
7/5/2015,04:30:18,19:29:38
7/6/2015,04:30:54,19:29:22
7/7/2015,04:31:31,19:29:03
7/8/2015,04:32:09,19:28:43
7/9/2015,04:32:49,19:28:20
7/10/2015,04:33:30,19:27:56
7/11/2015,04:34:12,19:27:29
7/12/2015,04:34:55,19:27:01
7/13/2015,04:35:39,19:26:30
7/14/2015,04:36:24,19:25:58
7/15/2015,04:37:11,19:25:23
7/16/2015,04:37:58,19:24:47
7/17/2015,04:38:46,19:24:08
7/18/2015,04:39:35,19:23:28
7/19/2015,04:40:25,19:22:46
7/20/2015,04:41:15,19:22:02
7/21/2015,04:42:06,19:21:16
7/22/2015,04:42:58,19:20:29
7/23/2015,04:43:51,19:19:40
7/24/2015,04:44:44,19:18:48
7/25/2015,04:45:38,19:17:56
7/26/2015,04:46:32,19:17:01
7/27/2015,04:47:27,19:16:05
7/28/2015,04:48:22,19:15:07
7/29/2015,04:49:18,19:14:07
7/30/2015,04:50:14,19:13:06
7/31/2015,04:51:11,19:12:04
8/1/2015,04:52:08,19:10:59
8/2/2015,04:53:05,19:09:54
8/3/2015,04:54:02,19:08:47
8/4/2015,04:55:00,19:07:38
8/5/2015,04:55:58,19:06:28
8/6/2015,04:56:56,19:05:16
8/7/2015,04:57:54,19:04:04
8/8/2015,04:58:53,19:02:50
8/9/2015,04:59:52,19:01:34
8/10/2015,05:00:50,19:00:17
8/11/2015,05:01:49,18:59:00
8/12/2015,05:02:48,18:57:40
8/13/2015,05:03:47,18:56:20
8/14/2015,05:04:46,18:54:59
8/15/2015,05:05:46,18:53:36
8/16/2015,05:06:45,18:52:13
8/17/2015,05:07:44,18:50:48
8/18/2015,05:08:43,18:49:23
8/19/2015,05:09:42,18:47:56
8/20/2015,05:10:41,18:46:29
8/21/2015,05:11:41,18:45:00
8/22/2015,05:12:40,18:43:31
8/23/2015,05:13:39,18:42:01
8/24/2015,05:14:38,18:40:30
8/25/2015,05:15:37,18:38:58
8/26/2015,05:16:36,18:37:26
8/27/2015,05:17:35,18:35:52
8/28/2015,05:18:34,18:34:19
8/29/2015,05:19:32,18:32:44
8/30/2015,05:20:31,18:31:09
8/31/2015,05:21:30,18:29:33
9/1/2015,05:22:29,18:27:57
9/2/2015,05:23:27,18:26:20
9/3/2015,05:24:26,18:24:42
9/4/2015,05:25:24,18:23:05
9/5/2015,05:26:23,18:21:26
9/6/2015,05:27:21,18:19:47
9/7/2015,05:28:20,18:18:08
9/8/2015,05:29:18,18:16:29
9/9/2015,05:30:17,18:14:49
9/10/2015,05:31:15,18:13:09
9/11/2015,05:32:14,18:11:28
9/12/2015,05:33:12,18:09:48
9/13/2015,05:34:11,18:08:07
9/14/2015,05:35:10,18:06:26
9/15/2015,05:36:08,18:04:45
9/16/2015,05:37:07,18:03:03
9/17/2015,05:38:06,18:01:22
9/18/2015,05:39:05,17:59:40
9/19/2015,05:40:03,17:57:59
9/20/2015,05:41:02,17:56:17
9/21/2015,05:42:02,17:54:36
9/22/2015,05:43:01,17:52:54
9/23/2015,05:44:00,17:51:13
9/24/2015,05:45:00,17:49:31
9/25/2015,05:45:59,17:47:50
9/26/2015,05:46:59,17:46:09
9/27/2015,05:47:59,17:44:28
9/28/2015,05:48:59,17:42:48
9/29/2015,05:50:00,17:41:07
9/30/2015,05:51:00,17:39:27
10/1/2015,05:52:01,17:37:48
10/2/2015,05:53:02,17:36:08
10/3/2015,05:54:03,17:34:29
10/4/2015,05:55:04,17:32:50
10/5/2015,05:56:06,17:31:12
10/6/2015,05:57:08,17:29:35
10/7/2015,05:58:10,17:27:57
10/8/2015,05:59:13,17:26:21
10/9/2015,06:00:16,17:24:45
10/10/2015,06:01:19,17:23:09
10/11/2015,06:02:22,17:21:34
10/12/2015,06:03:26,17:20:00
10/13/2015,06:04:30,17:18:26
10/14/2015,06:05:34,17:16:54
10/15/2015,06:06:39,17:15:22
10/16/2015,06:07:44,17:13:50
10/17/2015,06:08:49,17:12:20
10/18/2015,06:09:55,17:10:51
10/19/2015,06:11:01,17:09:22
10/20/2015,06:12:07,17:07:54
10/21/2015,06:13:14,17:06:28
10/22/2015,06:14:21,17:05:02
10/23/2015,06:15:28,17:03:37
10/24/2015,06:16:36,17:02:14
10/25/2015,06:17:44,17:00:51
10/26/2015,06:18:52,16:59:30
10/27/2015,06:20:01,16:58:10
10/28/2015,06:21:10,16:56:51
10/29/2015,06:22:19,16:55:34
10/30/2015,06:23:28,16:54:18
10/31/2015,06:24:38,16:53:03
11/1/2015,06:25:48,16:51:49
11/2/2015,06:26:58,16:50:37
11/3/2015,06:28:08,16:49:26
11/4/2015,06:29:19,16:48:17
11/5/2015,06:30:29,16:47:09
11/6/2015,06:31:40,16:46:03
11/7/2015,06:32:51,16:44:59
11/8/2015,06:34:02,16:43:56
11/9/2015,06:35:13,16:42:55
11/10/2015,06:36:24,16:41:55
11/11/2015,06:37:35,16:40:57
11/12/2015,06:38:46,16:40:01
11/13/2015,06:39:57,16:39:07
11/14/2015,06:41:08,16:38:14
11/15/2015,06:42:19,16:37:24
11/16/2015,06:43:30,16:36:35
11/17/2015,06:44:40,16:35:48
11/18/2015,06:45:50,16:35:04
11/19/2015,06:47:00,16:34:21
11/20/2015,06:48:09,16:33:40
11/21/2015,06:49:18,16:33:01
11/22/2015,06:50:27,16:32:25
11/23/2015,06:51:35,16:31:50
11/24/2015,06:52:42,16:31:18
11/25/2015,06:53:49,16:30:47
11/26/2015,06:54:55,16:30:19
11/27/2015,06:56:01,16:29:53
11/28/2015,06:57:06,16:29:30
11/29/2015,06:58:10,16:29:08
11/30/2015,06:59:13,16:28:49
12/1/2015,07:00:15,16:28:32
12/2/2015,07:01:16,16:28:17
12/3/2015,07:02:16,16:28:04
12/4/2015,07:03:15,16:27:54
12/5/2015,07:04:13,16:27:46
12/6/2015,07:05:09,16:27:41
12/7/2015,07:06:05,16:27:37
12/8/2015,07:06:59,16:27:36
12/9/2015,07:07:51,16:27:38
12/10/2015,07:08:42,16:27:41
12/11/2015,07:09:32,16:27:47
12/12/2015,07:10:20,16:27:55
12/13/2015,07:11:07,16:28:06
12/14/2015,07:11:52,16:28:19
12/15/2015,07:12:35,16:28:34
12/16/2015,07:13:16,16:28:51
12/17/2015,07:13:56,16:29:10
12/18/2015,07:14:34,16:29:32
12/19/2015,07:15:10,16:29:56
12/20/2015,07:15:44,16:30:22
12/21/2015,07:16:16,16:30:50
12/22/2015,07:16:46,16:31:20
12/23/2015,07:17:14,16:31:52
12/24/2015,07:17:40,16:32:26
12/25/2015,07:18:04,16:33:02
12/26/2015,07:18:26,16:33:41
12/27/2015,07:18:46,16:34:21
12/28/2015,07:19:04,16:35:03
12/29/2015,07:19:19,16:35:46
12/30/2015,07:19:32,16:36:32
12/31/2015,07:19:43,16:37:19
1/1/2016,07:19:52,16:38:08
1/2/2016,07:19:58,16:38:58
1/3/2016,07:20:02,16:39:51
1/4/2016,07:20:04,16:40:44
1/5/2016,07:20:04,16:41:39
1/6/2016,07:20:02,16:42:36
1/7/2016,07:19:57,16:43:33
1/8/2016,07:19:50,16:44:33
1/9/2016,07:19:40,16:45:33
1/10/2016,07:19:29,16:46:34
1/11/2016,07:19:15,16:47:37
1/12/2016,07:18:59,16:48:41
1/13/2016,07:18:40,16:49:46
1/14/2016,07:18:20,16:50:51
1/15/2016,07:17:57,16:51:58
1/16/2016,07:17:32,16:53:05
1/17/2016,07:17:05,16:54:14
1/18/2016,07:16:36,16:55:23
1/19/2016,07:16:05,16:56:32
1/20/2016,07:15:31,16:57:43
1/21/2016,07:14:56,16:58:54
1/22/2016,07:14:18,17:00:05
1/23/2016,07:13:39,17:01:17
1/24/2016,07:12:57,17:02:29
1/25/2016,07:12:14,17:03:42
1/26/2016,07:11:28,17:04:55
1/27/2016,07:10:41,17:06:08
1/28/2016,07:09:52,17:07:22
1/29/2016,07:09:01,17:08:36
1/30/2016,07:08:08,17:09:50
1/31/2016,07:07:13,17:11:04
2/1/2016,07:06:17,17:12:18
2/2/2016,07:05:18,17:13:32
2/3/2016,07:04:19,17:14:47
2/4/2016,07:03:17,17:16:01
2/5/2016,07:02:14,17:17:15
2/6/2016,07:01:09,17:18:29
2/7/2016,07:00:03,17:19:44
2/8/2016,06:58:55,17:20:58
2/9/2016,06:57:46,17:22:11
2/10/2016,06:56:35,17:23:25
2/11/2016,06:55:23,17:24:39
2/12/2016,06:54:10,17:25:52
2/13/2016,06:52:55,17:27:05
2/14/2016,06:51:39,17:28:18
2/15/2016,06:50:22,17:29:31
2/16/2016,06:49:03,17:30:43
2/17/2016,06:47:44,17:31:55
2/18/2016,06:46:23,17:33:07
2/19/2016,06:45:01,17:34:19
2/20/2016,06:43:38,17:35:30
2/21/2016,06:42:14,17:36:41
2/22/2016,06:40:49,17:37:51
2/23/2016,06:39:23,17:39:02
2/24/2016,06:37:56,17:40:12
2/25/2016,06:36:28,17:41:22
2/26/2016,06:34:59,17:42:31
2/27/2016,06:33:30,17:43:40
2/28/2016,06:31:59,17:44:49
2/29/2016,06:30:28,17:45:58
3/1/2016,06:28:56,17:47:06
3/2/2016,06:27:24,17:48:14
3/3/2016,06:25:51,17:49:22
3/4/2016,06:24:17,17:50:29
3/5/2016,06:22:43,17:51:36
3/6/2016,06:21:08,17:52:43
3/7/2016,06:19:32,17:53:49
3/8/2016,06:17:56,17:54:56
3/9/2016,06:16:20,17:56:02
3/10/2016,06:14:43,17:57:08
3/11/2016,06:13:06,17:58:13
3/12/2016,06:11:28,17:59:18
3/13/2016,06:09:50,18:00:24
3/14/2016,06:08:12,18:01:29
3/15/2016,06:06:33,18:02:33
3/16/2016,06:04:55,18:03:38
3/17/2016,06:03:16,18:04:42
3/18/2016,06:01:37,18:05:46
3/19/2016,05:59:57,18:06:51
3/20/2016,05:58:18,18:07:54
3/21/2016,05:56:39,18:08:58
3/22/2016,05:54:59,18:10:02
3/23/2016,05:53:20,18:11:05
3/24/2016,05:51:40,18:12:09
3/25/2016,05:50:01,18:13:12
3/26/2016,05:48:21,18:14:16
3/27/2016,05:46:42,18:15:19
3/28/2016,05:45:03,18:16:22
3/29/2016,05:43:24,18:17:25
3/30/2016,05:41:45,18:18:28
3/31/2016,05:40:06,18:19:31
4/1/2016,05:38:28,18:20:34
4/2/2016,05:36:50,18:21:37
4/3/2016,05:35:12,18:22:40
4/4/2016,05:33:35,18:23:43
4/5/2016,05:31:58,18:24:45
4/6/2016,05:30:21,18:25:48
4/7/2016,05:28:45,18:26:51
4/8/2016,05:27:09,18:27:54
4/9/2016,05:25:34,18:28:57
4/10/2016,05:23:59,18:30:00
4/11/2016,05:22:25,18:31:03
4/12/2016,05:20:51,18:32:06
4/13/2016,05:19:18,18:33:09
4/14/2016,05:17:46,18:34:12
4/15/2016,05:16:14,18:35:15
4/16/2016,05:14:43,18:36:18
4/17/2016,05:13:13,18:37:21
4/18/2016,05:11:43,18:38:24
4/19/2016,05:10:14,18:39:27
4/20/2016,05:08:47,18:40:30
4/21/2016,05:07:19,18:41:33
4/22/2016,05:05:53,18:42:36
4/23/2016,05:04:28,18:43:39
4/24/2016,05:03:04,18:44:42
4/25/2016,05:01:41,18:45:45
4/26/2016,05:00:18,18:46:48
4/27/2016,04:58:57,18:47:51
4/28/2016,04:57:37,18:48:53
4/29/2016,04:56:18,18:49:56
4/30/2016,04:55:00,18:50:58
5/1/2016,04:53:44,18:52:01
5/2/2016,04:52:28,18:53:03
5/3/2016,04:51:14,18:54:05
5/4/2016,04:50:01,18:55:07
5/5/2016,04:48:49,18:56:09
5/6/2016,04:47:39,18:57:10
5/7/2016,04:46:30,18:58:11
5/8/2016,04:45:23,18:59:12
5/9/2016,04:44:16,19:00:13
5/10/2016,04:43:12,19:01:13
5/11/2016,04:42:09,19:02:13
5/12/2016,04:41:07,19:03:12
5/13/2016,04:40:07,19:04:11
5/14/2016,04:39:08,19:05:10
5/15/2016,04:38:12,19:06:08
5/16/2016,04:37:16,19:07:06
5/17/2016,04:36:23,19:08:03
5/18/2016,04:35:31,19:08:59
5/19/2016,04:34:41,19:09:55
5/20/2016,04:33:52,19:10:50
5/21/2016,04:33:05,19:11:44
5/22/2016,04:32:20,19:12:38
5/23/2016,04:31:37,19:13:30
5/24/2016,04:30:56,19:14:22
5/25/2016,04:30:17,19:15:13
5/26/2016,04:29:39,19:16:04
5/27/2016,04:29:03,19:16:53
5/28/2016,04:28:30,19:17:41
5/29/2016,04:27:58,19:18:28
5/30/2016,04:27:28,19:19:14
5/31/2016,04:27:00,19:19:59
6/1/2016,04:26:34,19:20:43
6/2/2016,04:26:10,19:21:25
6/3/2016,04:25:47,19:22:06
6/4/2016,04:25:27,19:22:46
6/5/2016,04:25:09,19:23:25
6/6/2016,04:24:53,19:24:02
6/7/2016,04:24:39,19:24:38
6/8/2016,04:24:27,19:25:12
6/9/2016,04:24:16,19:25:44
6/10/2016,04:24:08,19:26:16
6/11/2016,04:24:02,19:26:45
6/12/2016,04:23:58,19:27:13
6/13/2016,04:23:56,19:27:40
6/14/2016,04:23:55,19:28:04
6/15/2016,04:23:57,19:28:27
6/16/2016,04:24:01,19:28:48
6/17/2016,04:24:06,19:29:08
6/18/2016,04:24:13,19:29:25
6/19/2016,04:24:23,19:29:41
6/20/2016,04:24:34,19:29:55
6/21/2016,04:24:47,19:30:07
6/22/2016,04:25:02,19:30:17
6/23/2016,04:25:18,19:30:25
6/24/2016,04:25:36,19:30:31
6/25/2016,04:25:56,19:30:35
6/26/2016,04:26:18,19:30:37
6/27/2016,04:26:42,19:30:37
6/28/2016,04:27:07,19:30:36
6/29/2016,04:27:33,19:30:32
6/30/2016,04:28:02,19:30:26
7/1/2016,04:28:31,19:30:18
7/2/2016,04:29:03,19:30:08
7/3/2016,04:29:35,19:29:56
7/4/2016,04:30:10,19:29:42
7/5/2016,04:30:45,19:29:26
7/6/2016,04:31:22,19:29:08
7/7/2016,04:32:00,19:28:48
7/8/2016,04:32:39,19:28:26
7/9/2016,04:33:20,19:28:02
7/10/2016,04:34:02,19:27:36
7/11/2016,04:34:45,19:27:08
7/12/2016,04:35:28,19:26:38
7/13/2016,04:36:13,19:26:06
7/14/2016,04:36:59,19:25:32
7/15/2016,04:37:46,19:24:56
7/16/2016,04:38:34,19:24:18
7/17/2016,04:39:23,19:23:38
7/18/2016,04:40:12,19:22:57
7/19/2016,04:41:03,19:22:13
7/20/2016,04:41:54,19:21:28
7/21/2016,04:42:46,19:20:41
7/22/2016,04:43:38,19:19:52
7/23/2016,04:44:31,19:19:01
7/24/2016,04:45:25,19:18:09
7/25/2016,04:46:19,19:17:15
7/26/2016,04:47:14,19:16:19
7/27/2016,04:48:09,19:15:21
7/28/2016,04:49:05,19:14:22
7/29/2016,04:50:01,19:13:21
7/30/2016,04:50:57,19:12:19
7/31/2016,04:51:54,19:11:15
8/1/2016,04:52:51,19:10:10
8/2/2016,04:53:48,19:09:03
8/3/2016,04:54:46,19:07:55
8/4/2016,04:55:44,19:06:45
8/5/2016,04:56:42,19:05:34
8/6/2016,04:57:40,19:04:22
8/7/2016,04:58:39,19:03:08
8/8/2016,04:59:37,19:01:53
8/9/2016,05:00:36,19:00:36
8/10/2016,05:01:35,18:59:19
8/11/2016,05:02:34,18:58:00
8/12/2016,05:03:33,18:56:40
8/13/2016,05:04:32,18:55:19
8/14/2016,05:05:31,18:53:57
8/15/2016,05:06:30,18:52:33
8/16/2016,05:07:30,18:51:09
8/17/2016,05:08:29,18:49:44
8/18/2016,05:09:28,18:48:17
8/19/2016,05:10:27,18:46:50
8/20/2016,05:11:26,18:45:22
8/21/2016,05:12:25,18:43:53
8/22/2016,05:13:24,18:42:23
8/23/2016,05:14:23,18:40:52
8/24/2016,05:15:22,18:39:21
8/25/2016,05:16:21,18:37:48
8/26/2016,05:17:20,18:36:15
8/27/2016,05:18:19,18:34:41
8/28/2016,05:19:18,18:33:07
8/29/2016,05:20:17,18:31:32
8/30/2016,05:21:16,18:29:56
8/31/2016,05:22:14,18:28:20
9/1/2016,05:23:13,18:26:43
9/2/2016,05:24:12,18:25:06
9/3/2016,05:25:10,18:23:28
9/4/2016,05:26:09,18:21:50
9/5/2016,05:27:07,18:20:12
9/6/2016,05:28:06,18:18:33
9/7/2016,05:29:04,18:16:53
9/8/2016,05:30:03,18:15:13
9/9/2016,05:31:01,18:13:33
9/10/2016,05:32:00,18:11:53
9/11/2016,05:32:58,18:10:12
9/12/2016,05:33:57,18:08:32
9/13/2016,05:34:55,18:06:51
9/14/2016,05:35:54,18:05:09
9/15/2016,05:36:53,18:03:28
9/16/2016,05:37:51,18:01:47
9/17/2016,05:38:50,18:00:05
9/18/2016,05:39:49,17:58:24
9/19/2016,05:40:48,17:56:42
9/20/2016,05:41:47,17:55:00
9/21/2016,05:42:46,17:53:19
9/22/2016,05:43:46,17:51:37
9/23/2016,05:44:45,17:49:56
9/24/2016,05:45:45,17:48:15
9/25/2016,05:46:44,17:46:34
9/26/2016,05:47:44,17:44:53
9/27/2016,05:48:45,17:43:12
9/28/2016,05:49:45,17:41:32
9/29/2016,05:50:45,17:39:52
9/30/2016,05:51:46,17:38:12
10/1/2016,05:52:47,17:36:32
10/2/2016,05:53:48,17:34:53
10/3/2016,05:54:49,17:33:14
10/4/2016,05:55:51,17:31:36
10/5/2016,05:56:53,17:29:58
10/6/2016,05:57:55,17:28:21
10/7/2016,05:58:58,17:26:44
10/8/2016,06:00:00,17:25:08
10/9/2016,06:01:03,17:23:32
10/10/2016,06:02:07,17:21:57
10/11/2016,06:03:10,17:20:23
10/12/2016,06:04:14,17:18:49
10/13/2016,06:05:19,17:17:16
10/14/2016,06:06:23,17:15:44
10/15/2016,06:07:28,17:14:13
10/16/2016,06:08:33,17:12:42
10/17/2016,06:09:39,17:11:12
10/18/2016,06:10:45,17:09:43
10/19/2016,06:11:51,17:08:16
10/20/2016,06:12:58,17:06:49
10/21/2016,06:14:05,17:05:23
10/22/2016,06:15:12,17:03:58
10/23/2016,06:16:19,17:02:34
10/24/2016,06:17:27,17:01:11
10/25/2016,06:18:35,16:59:50
10/26/2016,06:19:44,16:58:30
10/27/2016,06:20:53,16:57:10
10/28/2016,06:22:02,16:55:53
10/29/2016,06:23:11,16:54:36
10/30/2016,06:24:21,16:53:21
10/31/2016,06:25:31,16:52:07
11/1/2016,06:26:41,16:50:54
11/2/2016,06:27:51,16:49:43
11/3/2016,06:29:01,16:48:34
11/4/2016,06:30:12,16:47:26
11/5/2016,06:31:23,16:46:19
11/6/2016,06:32:34,16:45:14
11/7/2016,06:33:45,16:44:11
11/8/2016,06:34:56,16:43:09
11/9/2016,06:36:07,16:42:09
11/10/2016,06:37:18,16:41:11
11/11/2016,06:38:29,16:40:15
11/12/2016,06:39:40,16:39:20
11/13/2016,06:40:51,16:38:27
11/14/2016,06:42:02,16:37:36
11/15/2016,06:43:12,16:36:47
11/16/2016,06:44:23,16:36:00
11/17/2016,06:45:33,16:35:14
11/18/2016,06:46:43,16:34:31
11/19/2016,06:47:52,16:33:50
11/20/2016,06:49:01,16:33:11
11/21/2016,06:50:10,16:32:33
11/22/2016,06:51:18,16:31:58
11/23/2016,06:52:26,16:31:25
11/24/2016,06:53:33,16:30:55
11/25/2016,06:54:39,16:30:26
11/26/2016,06:55:45,16:29:59
11/27/2016,06:56:50,16:29:35
11/28/2016,06:57:54,16:29:13
11/29/2016,06:58:57,16:28:53
11/30/2016,07:00:00,16:28:36
12/1/2016,07:01:01,16:28:20
12/2/2016,07:02:01,16:28:07
12/3/2016,07:03:01,16:27:56
12/4/2016,07:03:59,16:27:48
12/5/2016,07:04:56,16:27:42
12/6/2016,07:05:51,16:27:38
12/7/2016,07:06:46,16:27:36
12/8/2016,07:07:39,16:27:37
12/9/2016,07:08:30,16:27:40
12/10/2016,07:09:20,16:27:45
12/11/2016,07:10:09,16:27:53
12/12/2016,07:10:56,16:28:03
12/13/2016,07:11:41,16:28:15
12/14/2016,07:12:25,16:28:30
12/15/2016,07:13:06,16:28:46
12/16/2016,07:13:47,16:29:05
12/17/2016,07:14:25,16:29:26
12/18/2016,07:15:01,16:29:50
12/19/2016,07:15:36,16:30:15
12/20/2016,07:16:08,16:30:43
12/21/2016,07:16:39,16:31:12
12/22/2016,07:17:08,16:31:44
12/23/2016,07:17:34,16:32:18
12/24/2016,07:17:59,16:32:53
12/25/2016,07:18:21,16:33:31
12/26/2016,07:18:41,16:34:11
12/27/2016,07:18:59,16:34:52
12/28/2016,07:19:15,16:35:35
12/29/2016,07:19:29,16:36:20
12/30/2016,07:19:40,16:37:07
12/31/2016,07:19:50,16:37:56
1/1/2017,07:19:57,16:38:46
1/2/2017,07:20:02,16:39:38
1/3/2017,07:20:04,16:40:31
1/4/2017,07:20:04,16:41:25
1/5/2017,07:20:02,16:42:22
1/6/2017,07:19:58,16:43:19
1/7/2017,07:19:52,16:44:18
1/8/2017,07:19:43,16:45:18
1/9/2017,07:19:32,16:46:19
1/10/2017,07:19:18,16:47:22
1/11/2017,07:19:03,16:48:25
1/12/2017,07:18:45,16:49:30
1/13/2017,07:18:25,16:50:35
1/14/2017,07:18:03,16:51:42
1/15/2017,07:17:39,16:52:49
1/16/2017,07:17:12,16:53:57
1/17/2017,07:16:43,16:55:06
1/18/2017,07:16:13,16:56:15
1/19/2017,07:15:40,16:57:25
1/20/2017,07:15:05,16:58:36
1/21/2017,07:14:28,16:59:47
